,uuid,created_at,updated_at,challengeable_type,subject_key,subject_type,subject_owner,subject_source,subject_source_date,comment,Entity.LegalName,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.LegalJurisdiction,Entity.EntityStatus,Registration.RegistrationStatus,Registration.ValidationSources
773,e1aea17f-7bae-4495-b653-47eb520bce77,19-02-2020 13:52,25-02-2020 13:00,App\ChallengeDetail,549300IFCNHF26GFBZ08,Level1,259400L3KBYEVNHEJF55,LEI_SEARCH,19-02-2020 12:52,Bank Millennium acquired Euro Bank on 31 May 2019 after obtaining the necessary approvals from UOKiK and Polish Financial Supervision Authority. On 1 October 2019 the legal merger was registered in the National Court Register and the banks were thus formally merged. As a result of the Merger,GINGER FOOD ITALY S.R.L.,,IT,187,,IT,187,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
774,5500bd88-c43b-4d1b-ba0c-4dba8b54c1cc,19-02-2020 13:53,26-02-2020 11:00,App\ChallengeDetail,635400UTPEG2CD5SUH39,Level1,635400DZBUIMTBCXGA12,LEI_SEARCH,19-02-2020 12:53,On the 9th Oct 2019 Banco Castilla-La Mancha was merged into Liberbank. (https://www.europapress.es/economia/finanzas-00340/noticia-banco-castilla-mancha-absorbido-liberbank-desaparece-entidad-juridica-20181009164401.html) ,MSM Capital GmbH,DE-BY,DE,80333,DE-BY,DE,80333,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
775,9f6b8237-002b-434f-9151-fc1d66ca33da,19-02-2020 13:58,21-02-2020 13:00,App\ChallengeDetail,815600667CE6A8922639,Level1,815600EAD78C57FCE690,LEI_SEARCH,19-02-2020 12:58,The banking institution BCC 'Sen. Pietro Grammatico 'di Paceco was canceled from the Register of Banks on 01/12/2017 and the assets and liabilities were transferred to BANCA DON RIZZO - COOPERATIVE CREDIT OF WESTERN SICILY - COOPERATIVE COMPANY . For the period from 12/12/2016: BANK SUBJECT TO EXTRAORDINARY ADMINISTRATION BY DECREE ECONOMY ASSESSOR OF THE SICILIAN REGION OF 12 DECEMBER 2016. (https://www.tuttitalia.it/banche/64-banca-di-credito-cooperativo-sen-pietro-grammatico-di-paceco/),SEKURA ROADS LIMITED,IN-MH,IN,400098,IN-MH,IN,400098,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
776,456f3161-6c6b-4a89-9cf7-fe8fe2bd2bfc,19-02-2020 14:01,21-02-2020 12:00,App\ChallengeDetail,5299005W8NLSSNI5UL07,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:01,Hereby we inform you that as of October 31,GREGROM,,FR,34500,,FR,34500,FR,ACTIVE,ISSUED,FULLY_CORROBORATED
777,f2bc051f-b95f-4bb4-815c-f80943afc76e,19-02-2020 14:02,21-02-2020 12:00,App\ChallengeDetail,5299009MK0969620DG34,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:02,Hereby we inform you that the merger of Mohácsi Takarék Bank Zrt.,BADWANI - BADHAN HIGHWAY PRIVATE LIMITED,IN-RJ,IN,313002,IN-RJ,IN,313002,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
778,06dddecb-d4c3-4c57-94ca-fd22091d5b0d,19-02-2020 14:03,21-02-2020 12:00,App\ChallengeDetail,529900N8X1ZCJG9F7735,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:03,Hereby we inform you that the merger of Mohácsi Takarék Bank Zrt.,Mike Weinberg B.V.,,NL,1077SZ,,NL,1077SZ,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
779,2f29401e-25be-4330-9691-e748d1efa2be,19-02-2020 14:04,21-02-2020 12:00,App\ChallengeDetail,529900IGCIMAGX9FGP98,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:04,Hereby we inform you that as of October 31,ERE,,FR,77420,,FR,77420,FR,ACTIVE,ISSUED,FULLY_CORROBORATED
780,2ba28f49-c24f-443f-9be9-66c20ffd1539,19-02-2020 14:05,21-02-2020 12:00,App\ChallengeDetail,529900MF5W59OGMY4O83,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:05,Hereby we inform you that as of October 31,FSH Luftfahrtunternehmen GmbH,DE-SN,DE,4435,DE-SN,DE,4435,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
781,877c4e6d-3967-48b8-b308-d8c879c4469a,19-02-2020 14:06,21-02-2020 12:00,App\ChallengeDetail,529900ZR2655XW7JLK87,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:06,Hereby we inform you that as of October 31,Omonia Office GP S.Ã  r.l.,,LU,2411,,LU,2411,LU,ACTIVE,ISSUED,FULLY_CORROBORATED
782,dcae0385-fed2-48d3-9aab-e75d32716e01,19-02-2020 14:07,21-02-2020 12:00,App\ChallengeDetail,52990072MH4S7UO1PS88,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:07,Hereby we inform you that as of October 31,RENOVABLES DE LA CLAMOR S.L.,,ES,50012,,ES,28016,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
783,e729d11f-b80d-413d-8960-a6bc3d9c3f26,19-02-2020 14:09,21-02-2020 12:00,App\ChallengeDetail,529900Q7618FBBHRN571,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:09,Hereby we inform you that as of October 31,FRANCA SALVEMINI SOCIETA' A RESPONSABILITA' LIMITATA,IT-GE,IT,16149,IT-GE,IT,16149,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
784,a2b63c50-b04a-401f-b8c9-638a4624c1ae,19-02-2020 14:11,21-02-2020 12:00,App\ChallengeDetail,5299004J5RL7BCRXQT23,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:11,Hereby we inform you that as of October 31,AIR INDIA EMPLOYEES PROVIDENT FUND TRUST,,IN,,,IN,,IN,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
785,0526f8e2-7986-4502-96e6-d5e5dd658ba6,19-02-2020 14:12,21-02-2020 12:00,App\ChallengeDetail,529900L89TPMOERZOM85,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:12,Hereby we inform you that as of October 31,Geptonia AB,,SE,252 52,,SE,252 52,SE,ACTIVE,ISSUED,FULLY_CORROBORATED
786,3fda1957-35b2-4477-b2bd-d89a53f0ef53,19-02-2020 14:17,21-02-2020 12:00,App\ChallengeDetail,529900YTPYTWJQLYIE68,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:17,Hereby we inform you that as of October 31,dibea GmbH & Co. KG,DE-NW,DE,47533,DE-NW,DE,47533,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
787,6df39b33-19a0-4f4a-9334-6adec2925051,19-02-2020 14:18,21-02-2020 12:00,App\ChallengeDetail,529900F7GO2HSFGF6650,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:18,Hereby we inform you that as of October 31,ARBEIDERPARTIET I BERGEN,,NO,5008,,NO,5008,NO,ACTIVE,ISSUED,FULLY_CORROBORATED
788,a91a1ae6-74e8-4385-aaf0-caa11a1b3ee0,19-02-2020 14:19,21-02-2020 12:00,App\ChallengeDetail,529900YELK5QS3I5BD27,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:19,Hereby we inform you that as of October 31,Juterak Oy,,FI,21120,,FI,21120,FI,ACTIVE,ISSUED,FULLY_CORROBORATED
789,4dd81b3b-c1fa-4424-b438-d6027824d55b,19-02-2020 14:20,21-02-2020 12:00,App\ChallengeDetail,529900ZJ208CFROETZ04,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:20,"""Hereby we inform you that the merger of Mohácsi Takarék Bank Zrt.",K-Tech GmbH,DE-BY,DE,91154,DE-BY,DE,91154,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
790,e59666ae-9cbd-45c2-b454-85e1cc2cc4b0,19-02-2020 14:24,28-02-2020 18:00,App\ChallengeDetail,5299005IST094V3XHU84,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:24,"""The new bank operates under the name """"Volksbank Raiffeisenbank eG"""". In addition to this strong name",VIVAVIS AG,DE-BW,DE,76275,DE-BW,DE,76275,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
791,d99eba64-73f4-49aa-92af-0c1f5fdc1d6d,19-02-2020 14:26,24-02-2020 12:00,App\ChallengeDetail,529900LEI9VUL63ICX29,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,19-02-2020 13:26,"""Vojvodjanska banka ad Novi Sad and OTP banka Srbija ad Novi Sad as of April 26",Linde GmbH & Co. KG,DE-HE,DE,61350,DE-HE,DE,61350,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
792,9f24ddf6-601c-4d2f-a9ea-1ea01efec60e,19-02-2020 14:27,24-02-2020 14:00,App\ChallengeDetail,549300115MRXUOC6HX79,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,19-02-2020 13:27,"""Societe Generale announces the acquisition of Banco Cacique",SANSIPONS SL,ES-CT,ES,8034,ES-CT,ES,8034,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
793,10c5abe1-b305-4c99-a95f-79866f09af05,19-02-2020 14:29,24-02-2020 14:00,App\ChallengeDetail,VH4XNLMLBEU4NGDFRN07,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,19-02-2020 13:29,RCS Statute	Removed from the RCS on 18-06-2019,GÃTE GmbH & Co. KG,DE-BW,DE,89075,DE-BW,DE,89075,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
794,2b5080f7-05c8-4dcd-bbf7-4d123c97ef87,19-02-2020 14:30,24-02-2020 14:00,App\ChallengeDetail,549300MMSIRO01TP4S68,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,19-02-2020 13:30,Hereby we inform you that as of October 31,Gamot API Pte. Ltd.,SG-01,SG,68898,,HK,,SG,ACTIVE,ISSUED,FULLY_CORROBORATED
795,dc37ca45-f4c1-400d-a8ea-cd86c1be0c82,19-02-2020 14:32,24-02-2020 14:00,App\ChallengeDetail,549300Z7PL174KN11M86,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,19-02-2020 13:32,Goldman Sachs Bank Europe SE  was known as Goldman Sachs AG (GSAG) with register number HRB 91313 until January 15,ALVA Solutions GmbH,,DE,20249,,DE,20249,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
796,ee7410e0-0548-4d04-9345-1586580bb223,19-02-2020 14:32,24-02-2020 14:00,App\ChallengeDetail,549300SROEPNLQVX8L35,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,19-02-2020 13:32,"""December 19",Arutti GmbH,,DE,61118,,DE,61118,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
797,4bf53e22-0c25-4232-a881-e9813ca67337,19-02-2020 16:24,19-02-2020 16:24,App\ChallengeDetail,2549001MJVT5MRPH5206,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,19-02-2020 15:24,same names,NOVARIPA-CANTINA RIPA TEATINA SOCIETA' COOPERATIVA AGRICOLA,IT-CH,IT,66010,IT-CH,IT,66010,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
798,dbabe713-fbfb-4452-86ae-35a50fb1515f,19-02-2020 16:38,27-02-2020 10:00,App\ChallengeDetail,894500N9WRD88BQ4Q976,Level1,529900F6BNUR3RJ2WH29,LEI_SEARCH,19-02-2020 15:38,same name,EFFECI INTERNATIONAL CABLES S.R.L.,IT-MI,IT,20056,IT-MI,IT,20056,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
799,66ac8228-022f-4908-b65b-327b7af5f56e,19-02-2020 17:34,26-02-2020 09:00,App\ChallengeDetail,300300BA2ZICFK5W2J50,Level1,300300KDIZ11PV2GH547,LEI_SEARCH,19-02-2020 16:34,As per GMEI,Bull Market OÃ,EE-37,EE,11218,EE-37,EE,11218,EE,ACTIVE,ISSUED,FULLY_CORROBORATED
800,e8f9d03e-ca38-4b32-b6a1-ba9184e6e83e,19-02-2020 20:44,20-02-2020 18:00,App\ChallengeDetail,RILFO74KP1CM8P6PCT96,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,19-02-2020 19:44,STANDARD CHARTERED,THE CATHEDRAL HIGH SCHOOL STAFF PROVIDENT FUND,IN-KA,IN,560025,IN-KA,IN,560025,IN,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
801,f1de71f3-36d4-4f8a-8a44-015af34afeac,20-02-2020 12:50,28-02-2020 12:00,App\ChallengeDetail,5493004VVX7F3WFUAP59,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,20-02-2020 11:50,Duplicate of LEI 5493006WQM4R8NNFVK16,STEPAHEAD BUSINESS SERVICES PRIVATE LIMITED,IN-MH,IN,400070,IN-MH,IN,400070,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
802,0cc11218-b8a5-4950-b630-e70898bac08d,20-02-2020 13:33,24-02-2020 17:00,App\ChallengeDetail,635400IUIZZIUJSAMF76,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,20-02-2020 12:33,Dear team,TENNER CORPORACION 21 SL,,ES,46003,,ES,46003,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
803,438df568-0226-41e1-9fbf-25c5e9448db5,20-02-2020 14:32,28-02-2020 18:00,App\ChallengeDetail,5493000EWMS1UO6DL907,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,20-02-2020 13:32,Both records have the same registration number and Indentive AB is the former name of Artificial Solutions International AB (https://www.artificial-solutions.com/blog/artificial-solutions-international-ab-previously-indentive-ab-publish-company-description),CEDILS S.R.L.,IT-LT,IT,4023,IT-LT,IT,4023,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
804,879d8d44-1d1e-4196-a18a-2e0c79f1e8d9,20-02-2020 20:39,21-02-2020 12:00,App\ChallengeDetail,529900JNLCQE7UURS374,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,20-02-2020 19:39,duplicated entity,A.C.A. MÃ¼ller ADAG Pharma Aktiengesellschaft,DE-BW,DE,78244,DE-BW,DE,78244,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
805,,,,,,,,,,,,,,,,,,,,,
806,e86e95db-2949-4045-93fb-029522398d21,21-02-2020 03:10,3/3/2020 12:00,App\ChallengeDetail,5493001UCWEUVFVFCO34,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 02:10,Both LEI's are duplicates,SAFETY FIRST NC,,FR,98800,,FR,98800,FR,ACTIVE,ISSUED,FULLY_CORROBORATED
807,e0171c90-86e9-402f-9301-5c2eb2b3de73,21-02-2020 10:56,27-02-2020 16:00,App\ChallengeDetail,549300VU7UK71BIEV004,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 09:56,This is with reference to LEI -2138009MLGGVHM1KG460 (SCHRODER INVESTMENT MANAGEMENT (SWITZERLAND) AG) which is currently reporting LEI -2138001YYBULX5SZ2H24 'SCHRODERS PLC' as an ultimate parent.,Pfarrkirchenstiftung Mitterskirchen St. Johannes der TÃ¤ufer,DE-BY,DE,84335,DE-BY,DE,84335,DE,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
808,cc7afeff-69cc-4fbe-954d-55b0938a4b9c,21-02-2020 11:16,21-02-2020 13:00,App\ChallengeDetail,54930010VF74J5PQMO09,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 10:16,Hi Team,SCHERZERINO S.R.L.,IT-LT,IT,4020,IT-LT,IT,4020,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
809,a8e368c0-cad8-4873-acbe-2c384b0f3f49,21-02-2020 12:42,21-02-2020 16:00,App\ChallengeDetail,549300KKJT46R3TJCX76,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 11:42,As per source Athena Bitcoin Inc. was acquired by GamePlan Inc.Kindly review. https://www.globenewswire.com/news-release/2020/02/04/1979458/0/en/GamePlan-Inc-Announces-Acquisition-of-Athena-Bitcoin-Inc.html,"CEDILHA DINÃMICA, UNIPESSOAL, LDA",PT-18,PT,3500-071,PT-18,PT,3500-071,PT,ACTIVE,ISSUED,FULLY_CORROBORATED
810,a7ae507c-78b3-4929-be58-3f6baabe0718,21-02-2020 14:21,21-02-2020 18:00,App\ChallengeDetail,549300RC0EESODS3NO75,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 13:21,549300NGJRUUXKMOVC55 seem to be the duplicate as Cardinal Foreign Equity Pool was renamed as VPI Foreign Equity Pool.Kindly review https://www2.valuepartnersinvestments.ca/_uploads/documents/general_forms/SP_and_AIF/Final%20AIF.pdf,Steuerberaterakademie Rheinland-Pfalz,DE-RP,DE,55131,DE-RP,DE,55131,DE,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
811,ccfd6c77-f773-43eb-8947-624f9ec90856,21-02-2020 14:30,26-02-2020 16:00,App\ChallengeDetail,5493002LKH46JLGKCL58,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 13:30,As reported in https://www.enelx.com/it/it/credits,H. N. INTERNATIONAL,IN-MH,IN,400055,IN-MH,IN,400055,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
812,829e54bb-cc03-42b6-9338-9322f2690bc1,21-02-2020 17:00,24-02-2020 17:00,App\ChallengeDetail,549300JZNB745JT5WY51,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 16:00,As per GMEI,Piquemal Houghton Funds - Piquemal Houghton Global Equities,LU-LU,LU,1855,LU-LU,LU,1855,LU,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
813,1eb0fa2c-ed21-4dfa-9909-29d5e84210d0,21-02-2020 19:13,25-03-2020 13:00,App\ChallengeDetail,8755004D2IB0TXCFGZ98,Level1,52990034RLKT0WSOAM90,LEI_SEARCH,21-02-2020 18:13,True owner Director Company act2016 act777,Kinscherff Hausverwaltungs GmbH,DE-RP,DE,67227,DE-RP,DE,67227,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
814,f5d9cbd5-f2af-407b-939f-521f1697adf2,21-02-2020 19:19,21-02-2020 21:00,App\ChallengeDetail,984500376660DDIE5191,Level1,529900T8BM49AURSDO55,LEI_SEARCH,21-02-2020 18:19,A true owner by ID passport international,P.G.M. S.R.L.,IT-NA,IT,80035,IT-NA,IT,80035,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
815,c74584ad-09f1-4311-a736-784addb55653,21-02-2020 19:24,21-02-2020 21:00,App\ChallengeDetail,254900BQ0SMB7C23MP26,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,21-02-2020 18:24,Owner of Company Parent,PRO SYSTEM SERVICE S.R.L.,IT-RM,IT,195,IT-RM,IT,195,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
816,4967dda7-8651-4572-a6ff-ab391da596a6,21-02-2020 19:27,21-02-2020 21:00,App\ChallengeDetail,254900X6KPQN3O6W5934,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,21-02-2020 18:27,Owner and Parent Company,Ascron GmbH,DE-BY,DE,82008,DE-BY,DE,82008,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
817,7d2f54f9-cf62-4f4a-b159-2556c5e4e21c,21-02-2020 19:30,21-02-2020 21:00,App\ChallengeDetail,254900FM7PQLGDMML786,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,21-02-2020 18:30,Owner of Company,Bjurfors & ThÃ¶rner Aktiebolag,,SE,111 35,,SE,111 35,SE,ACTIVE,ISSUED,FULLY_CORROBORATED
818,8d184165-e032-4fad-af42-b147eed96670,21-02-2020 19:33,21-02-2020 21:00,App\ChallengeDetail,2549006O65O5F12CUM73,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,21-02-2020 18:33,Owner of Company Director and Shareholder,GEEKYANTS INDIA PRIVATE LIMITED,IN-BR,IN,842002,,IN,560076,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
819,06e0a996-a86f-4615-8b45-817a75cb75aa,21-02-2020 19:42,25-02-2020 13:00,App\ChallengeDetail,5493004OT3TOY404V310,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 18:42,The Owner of company Malayan Banking berhad/shareholder and Director Company,Richard Anders Kultur- und Denkmalstiftung,DE-SH,DE,24257,DE-SH,DE,24257,DE,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
820,bd2fe11f-ceb4-46ce-9ce3-6c29b778be95,21-02-2020 19:46,25-02-2020 13:00,App\ChallengeDetail,5493004OT3TOY404V310,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 18:46,Owner of legal Company/Shareholder and Director Company,THE HINDUSTAN CO-OP BANK LIMITED,IN-MH,IN,400022,IN-MH,IN,400022,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
821,d6f7f898-059e-4915-b6b0-3a7001374d28,21-02-2020 19:49,25-02-2020 15:00,App\ChallengeDetail,549300I8ZVA2TK7DBW19,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 18:49,Owner Malayan Banking berhad,Kubsch und Kollegen Services GmbH,,DE,17235,,DE,17235,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
822,f98af6e1-4764-40c2-b12e-30977aa6db76,21-02-2020 19:54,21-02-2020 21:00,App\ChallengeDetail,254900G2P8DQYLCF8Y95,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,21-02-2020 18:54,The Owner of Company /Shareholder and Director,ANIL TRADING INDIA PRIVATE LIMITED,IN-RJ,IN,342004,IN-RJ,IN,342004,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
823,4192bef1-d9dc-4b89-8806-aa9cbe37f1e6,21-02-2020 20:00,25-02-2020 16:00,App\ChallengeDetail,54930053N8V2MCQYQR41,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 19:00,The Owner of Company /Shareholder and Director,FoF Real Estate Management AB,,SE,402 28,,SE,402 28,SE,ACTIVE,ISSUED,FULLY_CORROBORATED
824,7ba4c44d-f31c-47a4-9690-a798a2bebcb4,21-02-2020 20:04,25-02-2020 16:00,App\ChallengeDetail,EVK05KS7XY1DEII3R011,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 19:04,Owner of parent company INTHE world,DENERGIA SVILUPPO HOLDING S.R.L.,IT-MI,IT,20123,IT-MI,IT,20123,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
825,559d7908-a064-4791-933e-314e4c14760a,21-02-2020 20:09,25-02-2020 16:00,App\ChallengeDetail,EVK05KS7XY1DEII3R011,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 19:09,True Owner and legal shareholder and Director Company,SYMBIAGRO S.R.L.,IT-BS,IT,25030,IT-BS,IT,25030,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
826,4c3f5c5e-7f1f-426e-9059-e388d545969f,21-02-2020 20:12,21-02-2020 22:00,App\ChallengeDetail,254900XEHD0PHHBCGB85,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,21-02-2020 19:12,Owner of Company,BELLICIA - SOCIETA A RESPONSABILITA LIMITATA,IT-RM,IT,118,IT-RM,IT,118,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
827,458ba215-1cca-4235-b743-64b712c5e6ee,21-02-2020 20:16,25-02-2020 16:00,App\ChallengeDetail,EVK05KS7XY1DEII3R011,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 19:16,Owner Company/Director and Shareholder,AMPRIMO TECNOLOGIE SRL,IT-TO,IT,10121,IT-TO,IT,10121,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
828,838943ed-1bd4-4772-9f12-68c99d185cb0,21-02-2020 20:23,25-02-2020 16:00,App\ChallengeDetail,MLDY5N6PZ58ZE60QU102,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 19:23,Owner company/Shareholder and Director,ATON LUCE - SOCIETA' A RESPONSABILITA' LIMITATA,IT-FI,IT,50056,IT-FI,IT,50056,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
829,03823662-f237-4ee3-806b-1e73c0069b3f,21-02-2020 20:27,25-02-2020 16:00,App\ChallengeDetail,MLDY5N6PZ58ZE60QU102,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,21-02-2020 19:27,Owner of Company,STUDIO PREVEDELLO & DE VETTORI S.R.L.,IT-TV,IT,31046,IT-TV,IT,31046,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
830,6067d48c-36a7-41f9-8125-394abc88b0bb,24-02-2020 07:59,27-02-2020 17:00,App\ChallengeDetail,549300OGKW4SKGGW2886,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,24-02-2020 06:59,5493003MOEGTMA9YRV52 seem to be the duplicate as WOODARD,Kochar Infotech Ltd,IN-PB,IN,143001,IN-PB,IN,143001,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
831,2b5980a0-fdc4-4b5b-a9eb-a2046d952091,24-02-2020 08:18,5/3/2020 18:00,App\ChallengeDetail,549300O6BT5IZRID1U04,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,24-02-2020 07:18,Duplicate of LEI 2221006IFDKUXZY4Q743,SCA GmbH,AT-6,AT,8051,AT-6,AT,8051,AT,ACTIVE,ISSUED,FULLY_CORROBORATED
832,cd19e08f-395c-475f-8892-12c4b91f605d,24-02-2020 08:31,24-02-2020 14:00,App\ChallengeDetail,529900R17U1HYLZ7BO40,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,24-02-2020 07:31,Company name change to Tramondo Investment Partners AG,ALIRAJPUR - MATHWAD HIGHWAY PRIVATE LIMITED,IN-RJ,IN,313002,IN-RJ,IN,313002,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
833,70a4e444-e26f-451d-9d12-4e75eecfa2f1,24-02-2020 10:46,27-02-2020 16:00,App\ChallengeDetail,549300SGWR44L5ZUDR72,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,24-02-2020 09:46,https://www.volati.se/backnet/media_archive/original/9fa6d20d85468998f2310d21ea77e1d0.pdf,NATEMS SUGAR PRIVATE LIMITED,IN-TG,IN,500032,IN-TG,IN,500032,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
834,6730db6b-4d2a-4090-a1ea-e5c3bd7a0625,24-02-2020 11:16,27-02-2020 09:00,App\ChallengeDetail,2138009OUENJWB8R8U51,Level1,213800WAVVOPS85N2205,LEI_SEARCH,24-02-2020 10:16,2138007DIBYNQ7O6YT39 is the duplicate as S W FROZEN FOOD LIMITED is the previous name of FIRST CHOICE ASIAN FOODS LTD.kindly review. https://beta.companieshouse.gov.uk/company/04867747,BEROGINTZA INGENIERIA ENERGETICA SOCIEDAD LIMITADA,ES-PV,ES,48480,ES-PV,ES,48480,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
835,373f3c7b-d7c1-4b07-9c16-5fe2abf4f3a0,24-02-2020 11:49,2/3/2020 11:00,App\ChallengeDetail,529900VNFKS45CVEWM66,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,24-02-2020 10:49,5493005K0KZ1463O4H23 seem to be the duplicate as Affärsverket svenska kraftnät is the alternate name of Svenska kraftnät. kindly review. https://www.svk.se/siteassets/aktorsportalen/elmarknad/ediel/dokument/edi-avtal_2016.pdf,Olizy Innovation,LU-LU,LU,1724,LU-LU,LU,1724,LU,ACTIVE,ISSUED,FULLY_CORROBORATED
